MRT	0x00000029
pitch	0x71BC3009
mouse_zoom	0x71CB8A60
creatureHungerSatisfiedPerEgg	0x71DBB4BA
ChooseName	0x71EFBEDB
modelVehicleStatSpeed	0x720BE500
modelVehicleStatPower	0x720BE501
modelVehicleStatDefense	0x720BE502
creatureBattleroarDelay	0x723BBFFC
creatureNoAttackTimer	0x724289FE
modelSwatchRotation	0x72A87CC2
showmindistance	0x72CAA95F
statsAbilityIDs	0x7313B93B
ToolPositions	0x73326C62
socialWrongGroupMultiplier	0x73463374
creatureAbilitySpeedGear	0x73561A8F
editorMoveModelToGround	0x73A9F96A
ShowPlaceholder	0x73D3E32D
creatureAbilityUseForBabyGame	0x74163BDF
creatureAbilityBabyGameAnimationID	0x742B4DCF
browserFilterName	0x7435A2D0
browserFilterButtonGraphic	0x7435A2D1
browserFilterData	0x7435A2D2
browserFilterChildrenFilters	0x7435A2D3
feedListCategories	0x744717C0
feedListItems	0x744717C1
feedListCategoryName	0x744717C2
feedListItemType	0x744717C3
feedListItemWebpageURLID	0x744717C4
feedListItemName	0x744717C5
feedListItemOTDBQueryType	0x744717C6
feedListItemSubscriptionType	0x744717C7
feedListItemNeedsRefreshing	0x744717C8
SuperPowerSpiceIncreaseMultiplier	0x7492AEF4
feedListItemAllowMakeNew	0x74B839B7
timelineEventStackedRolloverText	0x74F7A11B
CinematicStateShowSpaceTraitTimeMS	0x7521583D
kAtmThicknessByAtmosphereScore	0x7578CABA
avatarWeaponColor	0x75A18CA3
spaceToolPaletteID	0x7704DB6F
ignorecontext	0x771119F4
difficultySpaceMissionTime	0x77174715
eye_count	0x77540C34
spaceToolLayoutKey	0x77B15602
badgeReqGrobAllied	0x77EB981B
missionFetchItem	0x781900A6
missionGenericRewardUnlockCount	0x7895F232
LineThickness	0x79126EAF
StandardCreatureHealth	0x79B4244B
streampoolguid	0x79DA6D74
missionEradicateDiseaseEffect	0x7A2DB2DD
missionEradicateCanFail	0x7A2DB2DE
missionEradicateMinPerHerd	0x7A2DB2EE
missionEradicateMaxPerHerd	0x7A2DB2EF
SavedGameRightMargin	0x7A44F074
editorPaintPalette	0x7A926123
anim_dilation	0x7AC2E49F
spineHavokMetricsEnabled	0x7AEE00E7
evo_points	0x7B02FCB3
camera_lookahead	0x7B41F3E9
modelAlwaysShowSymmetry	0x7BD0CA3E
EditorButtonBounceScale	0x7C63B130
SuperPowerBioDisasterFrequencyMultiplier	0x7C945213
missionConversation	0x7C9601B0
spineLooseAngularDamping	0x7CB94BF4
kDuskLightColor	0x7CB9E01A
OptionAudioPerformance	0x7D8ED666
DateSpaceGameStartTime	0x7E2A6592
ProgressBarCursorInflateTimeEnd	0x7E9EB6B8
tutorialLinks	0x7F00D75E
footcurveveltogain	0x7F30F249
CameraDefaultZoomTribe	0x7FA2EB06
rock	0x7FD0653A
badgeReqTradesComplete	0x8067C9B6
effect	0x80D91E9E
badgeReqMissionsComplete	0x81F2F78A
missionGenericRewardUnlock	0x828F44DC
GalaxyShowStarterWorldSelector	0x82BD81CE
timeinvariantpitch	0x82BEAFE0
EventLogHistoryRolloverItemAreaTopMargin	0x846BB8BB
ProgressBarTextScale	0x84B11C04
partUnlockCurrency	0x84CE9C17
preloadTextures	0x85155A0C
tutorialLinksText	0x85DD23EB
enable	0x86835D38
ForceCinematicZooming	0x86ADEA08
modelSnapDownTo	0x86E4091F
spaceToolTotalItems	0x86EEC9CD
spineTightAngularDamping	0x874A0E6E
missionType	0x874B25B6
missionIsEvent	0x874B25B7
missionIsTutorial	0x874B25B8
missionAcceptCost	0x874B25BA
kDayLightColor	0x87C2473F
modelHandleLinkedHandlesTemplate	0x87FE8A14
browserAllowSortByCreatureHerbivore	0x88533DCA
browserAllowSortByVehicleSpeed	0x888E836C
badgeReqEmpiresMet	0x8924FD25
TooltipHoverTime	0x89896BF3
AudioMuteAll	0x899EB157
timelineEventTrait	0x89ABE050
spineVertebraHavokPaddingFactor	0x8A450C3A
missionGenerousRewardUnlock	0x8AA0AB86
AudioMusicVolume	0x8BDD39EC
flashAmplitude	0x8C0D0F88
spineHingeMinAngleLimit	0x8D4D3FCF
modelCanBeParentless	0x8E31D974
kFogDistBiasByAtmosphereScore	0x8E35C36E
modelHandleKeys	0x8ECB344A
ProgressBarMaterialColorTimeEnd	0x8EF20401
kFogNightScale	0x8F189323
blockName	0x8F6FC401
spaceToolPaletteButtonID	0x8F92BAC3
probability	0x8FC9308E
cameraInitialOffsetY	0x8FDA2E23
modelSymmetrySnapDelta	0x8FFC9E66
modelSymmetricFile	0x8FFCBD36
image-left-h1	0x90098D6E
FeastDuration	0x90627FFA
ThresholdForDisplay	0x9064F465
cameraBreathSpeedMin	0x90652352
modelUseSkin	0x9069C7C8
hackPlanetLoadEffectArray	0x906DBD37
cameraAutoPitchFarStd	0x90723C38
NewPositiveEventDuration	0x907B7054
NewNegativeEventDuration	0x907B705E
spaceToolRechargeCursor	0x907F042A
TaskTribeAttackTribe	0x9099DEAF
TaskMate	0x9099DEB3
spaceToolDamageArea	0x909AC99E
GiftAmountPerCreature	0x90A2F18C
floraMaxDesiredNiche	0x90A3C829
creatureAbilityNoRequirements	0x90F4B6B5
creatureMaxGrowlDistance	0x91072941
footcurvemasstohipass	0x917EE1DB
editorComplexityLimit	0x9187AEE3
modelCapabilitySocial	0x91A570BA
DateSpaceGameMultiplier	0x91CA19BA
paintMaterialDefaultColor1	0x921A7B98
paintMaterialDefaultColor2	0x921A7B99
creatureNewbieGameTime	0x9226DE4C
creatureEvoPoints_L	0x92292737
creatureSecondsInHeat	0x925B7301
DebugShowImpostorBakeWaitScreen	0x92AFFBAE
poison_count	0x92BAAE19
editorPlayModeEntryEffectID	0x92DDFC3E
editorPlayModeExitEffectID	0x92DDFC3F
socialInitialRelationship	0x92E06EA6
colorpickerExpansionValMax	0x92FA6B4B
EventLogItemSpacing	0x9301DB15
kMungeTempMapScale	0x931D52B2
intensity	0x933E38F4
ProgressBarFailSound	0x9369F114
partUnlockItemLayout	0x9377367D
deltaBoundary	0x937D4063
editorCameraTurntableStyle	0x937E6619
paletteTribeToolFirstPurchasableTool	0x938D512B
func	0x93A36C0F
kMungeLatMapScale	0x93CAB73F
modelHideDeformHandles	0x9416CEA1
sporepediaConfigSelectedFilterID	0x943D7ED0
sporepediaConfigEnableSelectionButton	0x943D7ED1
sporepediaConfigLockFilterUI	0x943D7ED2
timelineEventIsStackable	0x94F79745
difficultySpaceMissionRewardCash	0x95250982
timelineEventShowRollover	0x95503503
ImpostorModelRotationRate	0x95B92005
UseBigPackedDatabases	0x9693294E
SuperPowerSpeedMultiplier	0x97B7D5CB
paletteAssetSwatchNewIcon	0x983C9F8F
fadein	0x98AC8996
spineTightLinearDamping	0x98CEF991
modelRotationRingXAxis	0x98D0EA44
modelRotationRingXAxisRotation	0x98D0EA45
modelRotationRingYAxis	0x98D0EA46
modelRotationRingYAxisRotation	0x98D0EA47
modelRotationRingZAxis	0x98D0EA48
modelRotationRingZAxisRotation	0x98D0EA49
spaceToolPaletteList	0x98F1DFD8
spineMouseSpringDamping	0x9A54B3DA
paletteCategoryLayoutFile	0x9A6AAAE5
spaceToolUseLayoutKey	0x9C7FADCB
LineColorTop	0x9C883649
badgeReqFetchMissionsComplete	0x9E1DB41E
time	0x9E3669DA
GGEtoCellZoomDuration	0x9F6853B6
missionTargetPlantSpecies	0x9FE38AF2
CameraDefaultZoomLargeCity	0xA04DD316
HandleColorDefault	0xA06B4EF3
kNightLumBlend	0xA14AD299
footcurvefootsizetogain	0xA1D9E5F7
kFogByElevSpace	0xA219CC45
badgeReqEradicateMissionsComplete	0xA29E0098
AdvanceCreaturePanelAfterSelection	0xA2B248E0
modelAlignHeightWith	0xA3DB17BE
badgeReqWarsStarted	0xA3E30892
browserAllowSortByDownloadTime	0xA411AD1A
ImpostorLighting	0xA4FF3982
kLODMaxProjSize	0xA52C03AB
difficultySpaceTradeReoffer	0xA5345685
dropShadowQualityImage	0xA5BBB508
spineHavokWorldSolverTau	0xA5F5A154
modelExtraJiggly	0xA64E0669
mass	0xA676C441
spaceToolPanelKey	0xA6A37FC4
spaceToolStrategy	0xA70D87AC
spaceToolKeyBindingDisabledColor	0xA798FC58
perfLimits	0xA79E5398
browserAllowSortByTime	0xA80283D6
CameraDefaultZoomSmallCity	0xA848AC4A
TribeRotationRingScaleFactor	0xA88974E6
PosseBarMinSelectAllButtonWidth	0xA9087817
HideThemeUntilCreatureGameUnlocked	0xA94D6F12
MaxPlanetNameLength	0xAB7A730A
missionTypeOfFetch	0xAC10E58A
PopupMenuMouseWheelSkip	0xAC38E1CB
badgeSystemspurchased	0xADACA7EB
spaceToolImageColors	0xADC0291E
AudioMasterVolume	0xADED51D5
CreateSporeStuffPanelToHideUnderVignette	0xAE32BA01
electric_jumps_count	0xAEE2835E
missionGenerousRewardRelation	0xAEF74C9A
EventLogDefaultLogTop	0xAF1D1379
kMungeHeightMapScale	0xAF5D98BD
NumThemeIcons	0xAF8F6D44
GalaxyPlanetLargeImpostorScale	0xAFD32C97
modelIsVertebra	0xAFFF3A14
modelOrientWhenSnapped	0xB0032AED
editorPedestalModel	0xB00DB7BD
editorLight	0xB00DB8C8
modelCapabilityLimb	0xB00F0FDF
modelCapabilityGrasper	0xB00F0FE2
modelCapabilityEar	0xB00F0FE5
modelCapabilityEye	0xB00F0FE9
modelCapabilityMouth	0xB00F0FEC
modelCapabilityFoot	0xB00F0FEF
modelCapabilitySlash	0xB00F0FF2
modelCapabilityPoke	0xB00F0FF4
modelCapabilityBash	0xB00F0FF7
color	0xB01748DA
editorCameraThumbnail	0xB02D871C
editorModelTypes	0xB0351B13
streambufferreadsize	0xB03A6504
cameraInitialDistance	0xB03EE61D
cameraShowDebugVisuals	0xB057D114
spineHingeMinFlexFactor	0xB05CA6B1
cameraMode	0xB060E649
HousingShortageDelta	0xB063D417
CreaturesToHousingRatioMax	0xB063D44D
cameraAutoPitchFarMax	0xB0723C3C
modelHasRotationBallHandle	0xB07B21BD
modelRotationBallHandleOffset	0xB07B21BE
TaskTribeRaidTribe	0xB099DEB0
palettePageHorizontalSpacing	0xB0A16109
palettePageVerticalSpacing	0xB0A1610A
palettePageHorizontalOffset	0xB0A1610C
palettePageVerticalOffset	0xB0A1610D
middleShade	0xB0CD3E29
paletteItemImage	0xB0E066A0
paintMaterialDiffuse	0xB0E066A4
paintMaterialNMapSpec	0xB0E066A5
paintMaterialEmissive	0xB0E066A6
paintThemePaints	0xB0E066A7
paintThemeColor1s	0xB0E066A8
paintThemeColor2s	0xB0E066A9
paintScriptID	0xB0E066AA
type	0xB10F785D
creatureNPCReactionTime	0xB136A2D1
creatureNPCReactionTimeVariance	0xB136A2D2
alertDistance	0xB19C4AE1
alertCooldown	0xB19C4AE2
creatureAbilityReqNumberOfParts	0xB1A4592F
creatureAbilityNumberRequired	0xB1A4594B
editorDefaultPaintTheme	0xB1ABF848
editorDefaultInitialBudget	0xB1B76A19
modelCapabilityCuteness	0xB1C3E5B5
modelCapabilityMean	0xB1C3E5B6
modelCapabilityBite	0xB1C3E5B7
modelCapabilityCharge	0xB1C3E5B8
modelCapabilitySpit	0xB1C3E5B9
modelCapabilityStrike	0xB1C3E5C0
modelCapabilityDance	0xB1C3E5C1
modelCapabilityVocalize	0xB1C3E5C2
modelCapabilityFlaunt	0xB1C3E5C3
modelCapabilityPosture	0xB1C3E5C4
creatureHungerSatisfiedPerFruit	0xB1CB9C62
draftingDotAngle	0xB1D3A61B
duration	0xB1F42539
creature_volume_range	0xB237E271
spineHingeAngularLimitsTauFactor	0xB24A724A
shoppingAssetIcon	0xB2E6F0F8
shoppingAssetName	0xB2E6F0F9
shoppingAssetDescription	0xB2E6F0FA
colorpickerExpansionSatMax	0xB2FA6D7B
spineFrictionConstant	0xB34FE5DC
modelBaseFile	0xB35351AF
modelCapabilityCreatureSpeed	0xB354A87C
ProgressBarGameLevelWindowColorTime	0xB358D865
paletteCategoryParentCategory	0xB35D7835
browserDefaultSort	0xB39914FA
editorScreenEffectsDistance	0xB3A88B0B
gameLaunchScreenTexts	0xB3D5D002
modelCapabilitySense	0xB3E30313
missionAccidentProneRewardUnlockCount	0xB3FEF39A
editorPlayModeEnabled	0xB42C985B
verbTrayCollectionSporepediaLargeCard	0xB457C766
sporepediaConfigEnableMakeNewButton	0xB4581C25
editorSwatchCameraUI	0xB4A08D14
sporepediaConfigFilterUnbakeableAssets	0xB4D1731E
BackgroundEffectID	0xB4E51AE9
spineHingeMaxFlexFactor	0xB5046F83
feedListItemBlinkForNewAssets	0xB5135387
timelineEventContainsAvatarKey	0xB5147B8C
CityFlattenSize	0xB57D1A6D
ChooseDiet	0xB5A1B790
browserAllowSortByPublished	0xB6253939
spineVertebraInertiaScale	0xB6B96595
modelJigglable	0xB6F17B6C
modelAnimationSoundLinks	0xB75FD502
badgeReqPlanetsTerraformed	0xB9547EF2
NewSavedGameStarActivationEffectDuration	0xB987D763
spineUseFewerAxialConstraints	0xB9DA0713
spineVertebraMaxMassProportion	0xBA032BA7
kFogByElevTribe	0xBA2B0967
leftBoundary	0xBAF389B4
polyphony	0xBAF7F4F9
ProgressBarGreenSubFillIncreaseSizeTime	0xBB1BC0D9
flagella_count	0xBBAB1BF5
ProgressBarGameLevelWindowColorBlack	0xBBE38F7B
kMungeWindMapScale	0xBC2B0F4A
RequiredPopulationForFactory	0xBC3E622A
Event	0xBC6F60AF
spineChainTau	0xBCAA69C5
spineLooseLinearDamping	0xBCBD7E27
LineColorDropShadow	0xBD629603
CinematicStateScrollTimeMS	0xBD678B73
difficultySpaceEnemyHealth	0xBD68B7C6
CinematicStatePauseAfterScrollTimeMS	0xBDABAAFF
solarSystemImpostors	0xBDC3753D
RingEffectRotationRate	0xBE8DDA94
missionEradicateMaxNumHealthyKills	0xBEAC6FE1
missionEradicateNumKillsNeeded	0xBEAC6FE2
spaceToolCountEmptyColor	0xBEF43C38
spaceTerraformWaterDivergenceRate	0xBF26A20E
spaceTerraformAtmosphereDivergenceRate	0xBF26A20F
spaceTerraformBullseyeSteepnessPower	0xBF26A210
spaceTerraformFloraBullseyeRadius	0xBF26A211
spaceTerraformFloraBullseyeForce	0xBF26A212
spaceTerraformBullseyeMarbleMass	0xBF26A213
spaceTerraformBullseyeTimeScale	0xBF26A214
spaceTerraformBullseyeMarbleDamping	0xBF26A215
spaceTerraformBullseyeMarbleDrag	0xBF26A216
difficultySpacePlayerHealth	0xC045ED0D
enemyWeaponColor	0xC0EF73D4
badgeCreaturespromoted	0xC1CB1D84
ChooseTheme	0xC2636039
ProgressBarGameLevelMaterialLeftFail	0xC27F06FD
browserAllowSortByType	0xC329BDC1
difficultySpaceDisaster	0xC42EDF05
verbIconTraySmallCardOverrideImageID	0xC4548D94
palettePaletteLayoutFile	0xC46EC042
browserAllowSortByCreatureOmnivore	0xC4ADE3B3
BuildingLinkRibbonEffectOffsetFromPlanet	0xC50F5931
DelayUnlockAwardsUntilGGEReturn	0xC530C90D
browserAllowSortByRelationship	0xC560A3F3
modelRelevel	0xC5AE63ED
LineEventCircleRadius	0xC5F7772F
kLODSeabedMaxProjSize	0xC65EA1ED
kLODSeabedMinProjSize	0xC73D64D3
missionStingyRewardMoney	0xC7A32320
paletteAssetSwatchLargeNewTooltip	0xC7BD13BC
palettePageParentCategory	0xC84067F7
missionEradicateNumCreatures	0xC8D23E7F
missionUseToolID	0xC924EBFF
iconSmall	0xC967ECFF
func_inv	0xCA86B5FF
EventLogFadeTextAlphaWhenModalUI	0xCB94C071
perfPositions	0xCD5E2038
difficultySpiceProduction	0xCDE375C9
camera_lerpfactor	0xCE31F6A1
modelCapabilityFruit	0xD00F0FFB
modelCapabilityFin	0xD00F0FFE
editorInitSpine	0xD02BEDC8
cameraInterpolateAnchorTime	0xD03EE49B
PartyDelta	0xD0627FFD
PartyDuration	0xD0628000
RecentAttackDuration	0xD0628004
FoodSurplusDelta	0xD063D3FB
CreaturesToHousingRatioMin	0xD063D44C
DecorationToNeedRatioMax	0xD063D482
cameraShakeFrequencyMin	0xD06913EA
cameraEnableFreePitch	0xD0723C18
PlanBuyTool	0xD099DDFA
editorUseShadows	0xD0AD4B00
statsPosition	0xD0B29520
statsCaptions	0xD0B29521
statsMaxDots	0xD0B29522
statsAlwaysDisplay	0xD0B29523
statsIcons	0xD0B29524
editorVertebraModel	0xD112E352
modelCellAllowOnTopOfBody	0xD11CBF2E
editorVertebraWidth	0xD1241C36
modelSprite0	0xD124FCE4
modelSprite1	0xD124FCE7
avoidEnemyDistance	0xD19C4ADB
avoidEnemyForce	0xD19C4ADC
avoidStrangerDistance	0xD19C4ADE
forceToGoal	0xD19DA711
angleDifferenceToFlock	0xD1B02EEC
exponent	0xD1D1121A
CreateSporeStuffCellEditorConfig	0xD1E05197
badgeReqAlliancesFormed	0xD1FA0631
paletteCategoryRegionFilter	0xD20D4636
herd_radius	0xD237F426
modelOverrideBounds	0xD2435F2D
awareness_dilation	0xD2916EE5
colorpickerImageGroupID	0xD29675E0
colorpickerImageFrame	0xD29675E1
colorpickerImageFrameGlow	0xD29675E2
colorpickerImageShine	0xD29675E3
colorpickerImageExpansionBackground	0xD29675E4
colorpickerImageColor	0xD29675E5
colorpickerRolloverMaxTime	0xD29675E6
colorpickerMouseDownMaxTime	0xD29675E7
colorpickerMaxInflation	0xD29675E8
colorpickerExpansionSize	0xD29675EA
colorpickerNumExpansionSwatches	0xD29675EB
colorpickerColors	0xD29675EC
colorpickerExpansionSatExponent	0xD29675ED
colorpickerExpansionValExponent	0xD29675EE
colorpickerExpansionCatchUpSpeed	0xD29675EF
colorpickerSelectMaxTime	0xD297BFC6
spaceToolKeySelectMode	0xD2DF8E4D
missionMultiDeliveryMinNumBuyers	0xD2FC2218
PosseItemInitScaleStartScale	0xD310B49E
socialExactMatchMultiplier	0xD3463367
editorBuyItemEffectID	0xD3A86350
editorSellItemEffectID	0xD3A86351
editorEscrowEffectID	0xD3A86352
itemUnlockEffect	0xD3BCDC94
tutorialStringTable	0xD44F47B8
DateDigitUpdateTimeMS	0xD4939068
modelUnderwaterNever	0xD4B5ED03
kLODMinProjSize	0xD4D2A115
consequenceSuperPowerName	0xD4D959E0
consequenceSuperPowerDescription	0xD4D959E1
consequenceSuperPowerIcon	0xD4D959E2
consequenceSuperPowerGame	0xD4D959E3
consequenceSuperPowerType	0xD4D959E4
consequenceTraitColor	0xD4F639CD
timelineEventStopStackSeconds	0xD52D9182
timelineEventStopStackEvents	0xD52D9183
timelineEventCreateStackedEvents	0xD53426DD
timelineEventVerticalLineStyle	0xD553F870
timelineEventAlternateRolloverText	0xD5624E29
timelineEventAlternateStackedRolloverText	0xD5624E2A
verbTrayCollectionSporepediaSmallCardWithHealth	0xD56E0288
verbTrayCollectionSporepediaLargeCardWithHealth	0xD56E0289
perfLabels	0xD5DCEFF5
SavedGameLeftMargin	0xD649710D
DateDisplayOnEventMouseover	0xD6561241
skinpaintMaxOcclusion	0xD669E3C7
spaceToolValidCursor	0xD68FF7F9
ProgressBarCursorMoveTime	0xD6C75435
missionDuration	0xD71A8119
missionTimerStartsOnFirstEntry	0xD71A811A
missionTerraformStartScore	0xD7A6BAAD
footcurvelentohipass	0xD7E85196
spineHavokWorldSimType	0xD8FB24C0
EventLogActiveGroupTopMargin	0xD9479809
footcurvefootsizetopitch	0xD9534BB0
textTest	0xD9A55B04
editorBackgroundMusicPatch	0xDA51EC17
browserAllowSortByCreatureAttack	0xDAF1F5F2
kNightLightColor	0xDAFA9ED3
modelSnapToCenterOfEditor	0xDAFBE434
browserSortDefaultAllowState	0xDB218700
health	0xDB2D51A3
CinematicPageOffset	0xDB77E948
browserAllowSortByAuthor	0xDB7E107C
dialogTimeout	0xDB8B6BF2
SuperPowerEnergyMultiplier	0xDC13B0EC
EffectsInstancing	0xDCD55DA1
spineHavokWorldSolverDamp	0xDD658204
foottype	0xDD94FB65
image-left	0xDD9AFEA6
ProgressBarCursorScale	0xDDD7E445
EventLogHistoryAlpha	0xDDE8DF2F
kAmbientLevel	0xDE37AF7E
CameraMaxDistanceFromCenterTribe	0xDE607138
spaceToolVerticalSpace	0xDFEF8F2D
driftFrequency0	0xE0E60974
driftFrequency1	0xE0E60975
driftFrequency2	0xE0E60976
missionGenericRewardTool	0xE1261ED6
browserAllowSortByVehicleEconomicPower	0xE1547EDB
badgeStorybooksvisited	0xE21C0641
RequiredPopulationForTurret	0xE242A4CE
dropShadowQualityText	0xE30A842C
EventLogDefaultWarningSound	0xE3152407
modelSnapToParentTypes	0xE3803D2A
missionAccidentProneRewardRelation	0xE3833365
CinematicStatePauseTimeMS	0xE3B32360
kNightDotOffset	0xE407DBB2
Tribe	0xE44AEA33
ProgressBarTextColorReturnTimeEnd	0xE45A2935
electric_recharge_count	0xE5015D0C
missionTerraformTargetScore	0xE51C23D2
inventoryItemArtifactNormalScale	0xE5663079
ProgressBarGreenSubFillMoveTime	0xE583E4D9
kDuskShadowColor	0xE5AC96BC
kFogByElevCiv	0xE5D4840D
spaceToolHorizontalSpace	0xE603D9C3
DateCreatureGameMultiplier	0xE6964415
paletteCategoryIcon	0xE6A31466
ProgressBarTextColor	0xE711F54B
city	0xE7CA2D90
kLODChunkRes	0xE8172372
badgeReqGrobDefeated	0xE84D2D88
fadeout	0xE8AB99B9
LineColorBorder	0xE929967A
browserAllowSortByCreatureCarnivore	0xE9571665
animTriggerOnBlock	0xE99ED6FF
spaceToolSuperLayoutKey	0xE9BA89EB
missionMultiDeliveryBuyerPaymentItem	0xE9CF649C
DateCivGameStartTime	0xEA2F556A
missionStingyRewardUnlock	0xEAAAAC60
DateTribeGameStartTime	0xEB83B33C
EventLogHistoryRolloverAreaTopBottomMargin	0xEB9DFCED
slope	0xEBC9F3BA
modelStayAboveGround	0xEC611FC7
kFogDistBiasByTimeOfDay	0xECDF0DF2
LineColorMiddle	0xED410357
missionUnlockToolsSpecial	0xEDCAEE05
ProgressBarMaterialColorReturnTimeStart	0xEDD72868
modelStayAbove	0xEE0FA2CE
PosseItemInitScaleSound	0xEE67A3A9
SuperPowerToolCostMultiplier	0xEE6CC96D
palettePagePartItems	0xEEEAD734
Amount	0xEF91AD29
missionStingyRewardUnlockCount	0xEFC800F5
modelPaletteGroup	0xF006FFFC
spaceToolPanelList	0xF01ECAFB
modelMinScale	0xF023ED73
modelMaxScale	0xF023ED79
shoppingCanEditExisting	0xF033FF66
cameraInterpolateDistanceTime	0xF03EE4A8
muscleGroups	0xF05FAA79
spaceEnabledTools	0xF0609EC3
spaceBuyableTools	0xF0609EC8
spaceToolBuyCost	0xF0609ECE
spaceToolUsesAmmo	0xF0609ED3
spaceToolInitialAmmoCount	0xF0609ED9
modelMaxMuscleFile	0xF061E767
CreaturesToFoodRatioMin	0xF063D415
HousingSurplusDelta	0xF063D418
RubbleDelta	0xF063D44E
cameraBreathFrequencyMax	0xF0652355
cameraBreathAmplitudeMin	0xF0652356
cameraShakeSpeedMin	0xF06913E7
cameraShakeRoll	0xF0692887
modelHasRotationRingHandle	0xF06A086E
cameraMouseSensitivityX	0xF06D1E9B
cameraAutoPitchCloseStd	0xF0723C26
editorUseAnimWorld	0xF0997C95
TaskTribeGiftTribe	0xF099DEB5
animRespondsToEvent	0xF150FFB0
animName	0xF150FFB1
animbuttonAnimationName	0xF15315D0
animbuttonGraphic	0xF15315D1
animbuttonCaption	0xF15315D2
animbuttonEvents	0xF15315D3
creatureNestRespawnTime	0xF15CD7E4
modelTool	0xF1FAE962
modelToolTransforms	0xF1FAE963
paintThemeRegionFilter	0xF21A7BDC
palettePalettePages	0xF21E733C
average_speed_range	0xF237E2D7
EventLogHistoryRolloverAreaWidth	0xF2EA5FD7
socialSameGroupMultiplier	0xF346336E
eyeOverlayEffect	0xF354A870
modelCapabilityBlock	0xF354A879
modelCapabilityCall	0xF354A87A
paletteTribeToolUpgradeList	0xF38BF8E1
brokenEggModelKeys	0xF3D75063
modelBlockUpgradesTo	0xF45F59D7
feedListItemIconKey	0xF4906970
EventLoadIntervalMS	0xF4FD7980
ducks	0xF5447AE1
ProgressBarTextFailColor	0xF5BE1BEB
editorPartsPalette	0xF5CBE065
ProgressBarTextDeflateTimeEnd	0xF620594F
GalaxyCamAngularVelocity	0xF6CF9ED5
animConditionFOURCC	0xF711981F
missionAccidentProneRewardMoney	0xF7B6A107
CameraPreRotateZ	0xF8740684
CameraPreRotateX	0xF8740686
modelSnapToParentSnapVectors	0xF87ABEA3
deltaShade	0xF8CD941C
modelNoDepthTestUnderwater	0xF8CEC83B
editorFeetBoundSize	0xF8DDBF2C
palettePagePartItemRows	0xF8E99C4F
missionStarMapEffectGroup	0xF924EBF3
missionGiveOnAcceptTools	0xF924EBF4
missionGiveOnAcceptMoney	0xF924EBF5
missionGiveOnAcceptPlants	0xF924EBF6
missionGiveOnAcceptAnimals	0xF924EBF7
missionNumOfRowsRequired	0xF924EBF8
missionColonizeBuildingsRequired	0xF924EBF9
missionHideStarName	0xF924EBFD
missionHidePlanetName	0xF924EBFE
missionNumAliensToFind	0xF924EBFF
missionContactGrob	0xF924EC00
missionExportTargetPlanetTo	0xF924ECFF
missionExportTargetSpeciesTo	0xF924ED00
missionChangeArchetypeTo	0xF924ED01
missionChangeArchetypeNumActionsNeeded	0xF924ED02
missionGiveOnAcceptToolsCost	0xF924EEEE
badgeJoker	0xF9F5C29B
missionCanAbort	0xFA24EE00
missionInitDataImport	0xFAAAEBF0
missionInitDataExport	0xFAAAEBF1
missionExitDataExport	0xFAAAEBF2
missionAcceptDataImport	0xFAAAEBF3
browserAllowSortByVehicleCulturalPower	0xFAB10540
inventoryItemArtifactModel	0xFADF5AAD
browserAllowSortByCreatureSocial	0xFB1C572B
modelActLikeFinOnPlaneOfSymmetry	0xFB23B7D1
CityRotationHandleRadiusScaleFactor	0xFC11BA65
spaceToolCountNormalColor	0xFCFE75A2
CityRotationRingOffset	0xFD572A6D
reverbspacesize	0xFE04BD3E
modelMinBallConnectorScale	0xFE0926F6
paletteSetName	0xFE1E2BC2
SavedGameBottomMargin	0xFE3CE0DF
CameraMaxDistanceFromCenterSmallCity	0xFEB882DC
GalaxyPlanetImpostorRotationRate	0xFEE91D1C
DateCivGameMultiplier	0xFF37BE52
animRequiredBlocks	0xFF50F753
cuteness	0xFF890A19
adventurePropLayout	0x2329EDBB
openGateModel	0xD60B941E
gateEquivalentProp	0x399C4F6C
adventureMusicId	0xB6878619
creatureGoalCardTextA	0x15E95780
creatureGoalCardTextB	0xA7696D50
creatureGoalCardTextC	0xFC89A37E
creatureGoalCardTextD	0xB6496990
creatureGoalCardTextE	0xCBBE0580
